setNumber,name,year,numParts,imageUrl,inventoryId
60346-1,Barn & Farm Animals,2022,230,https://cdn.rebrickable.com/media/sets/60346-1.jpg,135636
60347-1,Grocery Store,2022,404,https://cdn.rebrickable.com/media/sets/60347-1.jpg,135637
60347-2,ASDA Grocery Store,2022,405,https://cdn.rebrickable.com/media/sets/60347-2.jpg,157080
60348-1,Lunar Roving Vehicle,2022,275,https://cdn.rebrickable.com/media/sets/60348-1.jpg,125378
60349-1,Lunar Space Station,2022,500,https://cdn.rebrickable.com/media/sets/60349-1.jpg,185178
60350-1,Lunar Research Base,2022,794,https://cdn.rebrickable.com/media/sets/60350-1.jpg,118859
6035-1,Castle Guard,1987,52,https://cdn.rebrickable.com/media/sets/6035-1.jpg,12483
60351-1,Rocket Launch Center,2022,1010,https://cdn.rebrickable.com/media/sets/60351-1.jpg,118856
60352-1,City Advent Calendar 2022,2022,287,https://cdn.rebrickable.com/media/sets/60352-1.jpg,145204
60353-1,Wild Animal Rescue Missions,2022,246,https://cdn.rebrickable.com/media/sets/60353-1.jpg,135638
60354-1,Mars Spacecraft Exploration Missions,2022,298,https://cdn.rebrickable.com/media/sets/60354-1.jpg,135554
60355-1,Water Police Detective Missions,2022,278,https://cdn.rebrickable.com/media/sets/60355-1.jpg,135639
60356-1,Bear Stunt Bike,2023,10,https://cdn.rebrickable.com/media/sets/60356-1.jpg,150231
60357-1,Stunt Truck & Ring of Fire Challenge,2023,479,https://cdn.rebrickable.com/media/sets/60357-1.jpg,150232
60358-1,Cyber Stunt Bike,2023,13,https://cdn.rebrickable.com/media/sets/60358-1.jpg,150233
60359-1,Dunk Stunt Ramp Challenge,2023,144,https://cdn.rebrickable.com/media/sets/60359-1.jpg,150234
60360-1,Spinning Stunt Challenge,2023,117,https://cdn.rebrickable.com/media/sets/60360-1.jpg,150235
6036-1,Skeleton Surprise,1995,74,https://cdn.rebrickable.com/media/sets/6036-1.jpg,4709
60361-1,Ultimate Stunt Riders Challenge,2023,385,https://cdn.rebrickable.com/media/sets/60361-1.jpg,150236
60362-1,Car Wash,2023,243,https://cdn.rebrickable.com/media/sets/60362-1.jpg,174765
60363-1,Ice Cream Shop,2023,296,https://cdn.rebrickable.com/media/sets/60363-1.jpg,174766
60364-1,Street Skate Park,2023,454,https://cdn.rebrickable.com/media/sets/60364-1.jpg,174767
60365-1,Apartment Building,2023,688,https://cdn.rebrickable.com/media/sets/60365-1.jpg,174768
60366-1,Ski and Climbing Center,2023,1045,https://cdn.rebrickable.com/media/sets/60366-1.jpg,174769
60367-1,Passenger Airplane,2023,913,https://cdn.rebrickable.com/media/sets/60367-1.jpg,177922
60368-1,Arctic Explorer Ship,2023,817,https://cdn.rebrickable.com/media/sets/60368-1.jpg,174774
60369-1,Mobile Police Dog Training,2023,197,https://cdn.rebrickable.com/media/sets/60369-1.jpg,150237
60370-1,Police Station Chase,2023,173,https://cdn.rebrickable.com/media/sets/60370-1.jpg,150238
6037-1,Witch's Windship,1997,60,https://cdn.rebrickable.com/media/sets/6037-1.jpg,11407
60371-1,Emergency Vehicles HQ,2023,706,https://cdn.rebrickable.com/media/sets/60371-1.jpg,150239
60372-1,Police Training Academy,2023,823,https://cdn.rebrickable.com/media/sets/60372-1.jpg,150240
60373-1,Fire Rescue Boat,2023,147,https://cdn.rebrickable.com/media/sets/60373-1.jpg,150241
60374-1,Fire Command Truck,2023,502,https://cdn.rebrickable.com/media/sets/60374-1.jpg,150242
60375-1,Fire Station and Fire Truck,2023,153,https://cdn.rebrickable.com/media/sets/60375-1.jpg,150243
60376-1,Arctic Explorer Snowmobile,2023,70,https://cdn.rebrickable.com/media/sets/60376-1.jpg,174770
60377-1,Explorer Diving Boat,2023,182,https://cdn.rebrickable.com/media/sets/60377-1.jpg,174771
60378-1,Arctic Explorer Truck and Mobile Lab,2023,489,https://cdn.rebrickable.com/media/sets/60378-1.jpg,174772
60379-1,Deep-Sea Explorer Submarine,2023,842,https://cdn.rebrickable.com/media/sets/60379-1.jpg,174773
60380-1,Downtown,2023,2010,https://cdn.rebrickable.com/media/sets/60380-1.jpg,174775
6038-1,Wolfpack Renegades,1992,98,https://cdn.rebrickable.com/media/sets/6038-1.jpg,482
60381-1,City Advent Calendar 2023,2023,258,https://cdn.rebrickable.com/media/sets/60381-1.jpg,184788
60382-1,Vet Van Rescue,2023,58,https://cdn.rebrickable.com/media/sets/60382-1.jpg,150244
60383-1,Electric Sports Car,2023,95,https://cdn.rebrickable.com/media/sets/60383-1.jpg,150245
60384-1,Penguin Slushy Van,2023,194,https://cdn.rebrickable.com/media/sets/60384-1.jpg,150246
60385-1,Construction Digger,2023,148,https://cdn.rebrickable.com/media/sets/60385-1.jpg,150247
6038514-1,The LEGO Story (DVD),2012,0,https://cdn.rebrickable.com/media/sets/6038514-1.jpg,95568
60386-1,Recycling Truck,2023,261,https://cdn.rebrickable.com/media/sets/60386-1.jpg,150248
60387-1,4x4 Off-Roader Adventures,2023,252,https://cdn.rebrickable.com/media/sets/60387-1.jpg,150249
60388-1,Gaming Tournament Truck,2023,344,https://cdn.rebrickable.com/media/sets/60388-1.jpg,150250
60389-1,Custom Car Garage,2023,515,https://cdn.rebrickable.com/media/sets/60389-1.jpg,150251
60390-1,Park Tractor,2023,86,https://cdn.rebrickable.com/media/sets/60390-1.jpg,150252
6039-1,Twin-Arm Launcher,1988,77,https://cdn.rebrickable.com/media/sets/6039-1.jpg,12784
60391-1,Construction Trucks and Wrecking Ball Crane,2023,235,https://cdn.rebrickable.com/media/sets/60391-1.jpg,174776
60392-1,Police Bike Car Chase,2023,59,https://cdn.rebrickable.com/media/sets/60392-1.jpg,150253
60393-1,4x4 Fire Truck Rescue,2023,98,https://cdn.rebrickable.com/media/sets/60393-1.jpg,150254
60394-1,ATV and Otter Habitat,2023,90,https://cdn.rebrickable.com/media/sets/60394-1.jpg,157153
60395-1,Combo Race Pack,2023,362,https://cdn.rebrickable.com/media/sets/60395-1.jpg,177976
60396-1,Modified Race Cars,2023,359,https://cdn.rebrickable.com/media/sets/60396-1.jpg,177977
60397-1,Monster Truck Race,2023,301,https://cdn.rebrickable.com/media/sets/60397-1.jpg,177979
60398-1,Family House and Electric Car,2023,462,https://cdn.rebrickable.com/media/sets/60398-1.jpg,174777
60399-1,Green Race Car,2024,56,https://cdn.rebrickable.com/media/sets/60399-1.jpg,199636
60400-1,Go-Karts and Race Drivers,2024,99,https://cdn.rebrickable.com/media/sets/60400-1.jpg,199637
6040-1,Blacksmith Shop,1984,93,https://cdn.rebrickable.com/media/sets/6040-1.jpg,4258
60401-1,Construction Steamroller,2024,78,https://cdn.rebrickable.com/media/sets/60401-1.jpg,199638
60402-1,Blue Monster Truck,2024,148,https://cdn.rebrickable.com/media/sets/60402-1.jpg,199639
60403-1,Emergency Ambulance and Snowboarder,2024,79,https://cdn.rebrickable.com/media/sets/60403-1.jpg,199640
60404-1,Burger Truck,2024,194,https://cdn.rebrickable.com/media/sets/60404-1.jpg,199641
60405-1,Emergency Rescue Helicopter,2024,226,https://cdn.rebrickable.com/media/sets/60405-1.jpg,199642
60406-1,Race Car and Car Carrier Truck,2024,328,https://cdn.rebrickable.com/media/sets/60406-1.jpg,199643
60407-1,Red Double-Decker Sightseeing Bus,2024,384,https://cdn.rebrickable.com/media/sets/60407-1.jpg,222234
60408-1,Car Transporter Truck with Sports Cars,2024,998,https://cdn.rebrickable.com/media/sets/60408-1.jpg,222235
60409-1,Yellow Mobile Construction Crane,2024,1116,https://cdn.rebrickable.com/media/sets/60409-1.jpg,222157
604-1,Shell Service Car,1978,22,https://cdn.rebrickable.com/media/sets/604-1.jpg,15611
60410-1,Fire Rescue Motorcycle,2024,57,https://cdn.rebrickable.com/media/sets/60410-1.jpg,199644
6041-1,Armor Shop,1986,114,https://cdn.rebrickable.com/media/sets/6041-1.jpg,12641
60411-1,Fire Rescue Helicopter,2024,87,https://cdn.rebrickable.com/media/sets/60411-1.jpg,199645
60412-1,4x4 Fire Engine with Rescue Boat,2024,302,https://cdn.rebrickable.com/media/sets/60412-1.jpg,199646
60413-1,Fire Rescue Plane,2024,485,https://cdn.rebrickable.com/media/sets/60413-1.jpg,199647
60414-1,Fire Station with Fire Truck,2024,844,https://cdn.rebrickable.com/media/sets/60414-1.jpg,199649
60415-1,Police Car and Muscle Car Chase,2024,220,https://cdn.rebrickable.com/media/sets/60415-1.jpg,199654
60417-1,Police Speedboat and Crooks' Hideout,2024,311,https://cdn.rebrickable.com/media/sets/60417-1.jpg,199843
60418-1,Police Mobile Crime Lab Truck,2024,674,https://cdn.rebrickable.com/media/sets/60418-1.jpg,199655
60419-1,Police Prison Island,2024,980,https://cdn.rebrickable.com/media/sets/60419-1.jpg,199656
604-2,Excavator,1971,28,https://cdn.rebrickable.com/media/sets/604-2.jpg,15399
60420-1,Yellow Construction Excavator,2024,633,https://cdn.rebrickable.com/media/sets/60420-1.jpg,222236
6042-1,Dungeon Hunters,1990,111,https://cdn.rebrickable.com/media/sets/6042-1.jpg,796
60421-1,Robot World Roller-Coaster Park,2024,986,https://cdn.rebrickable.com/media/sets/60421-1.jpg,222237
60422-1,Seaside Harbor with Cargo Ship,2024,1226,https://cdn.rebrickable.com/media/sets/60422-1.jpg,222238
60423-1,Downtown Streetcar and Station,2024,811,https://cdn.rebrickable.com/media/sets/60423-1.jpg,221945
60424-1,Jungle Explorer ATV,2024,92,https://cdn.rebrickable.com/media/sets/60424-1.jpg,222154
60425-1,Jungle Explorer Water Plane,2024,177,https://cdn.rebrickable.com/media/sets/60425-1.jpg,222156
60426-1,Jungle Explorer Off-Road Truck,2024,314,https://cdn.rebrickable.com/media/sets/60426-1.jpg,222155
60428-1,Space Construction Mech,2024,140,https://cdn.rebrickable.com/media/sets/60428-1.jpg,199657
60429-1,Spaceship and Asteroid Discovery,2024,126,https://cdn.rebrickable.com/media/sets/60429-1.jpg,199658
60430-1,Interstellar Spaceship,2024,240,https://cdn.rebrickable.com/media/sets/60430-1.jpg,199659
6043-1,Dragon Defender,1993,156,https://cdn.rebrickable.com/media/sets/6043-1.jpg,15498
60431-1,Space Explorer Rover and Alien Life,2024,311,https://cdn.rebrickable.com/media/sets/60431-1.jpg,199660
6043173-1,Friends Baking Set,2013,23,https://cdn.rebrickable.com/media/sets/6043173-1.jpg,4907
6043191-1,Legends of Chima Promotional Pack,2013,12,https://cdn.rebrickable.com/media/sets/6043191-1.jpg,30109
60432-1,Command Rover and Crane Loader,2024,758,https://cdn.rebrickable.com/media/sets/60432-1.jpg,199661
60433-1,Modular Space Station,2024,1099,https://cdn.rebrickable.com/media/sets/60433-1.jpg,199662
60434-1,Space Base and Rocket Launchpad,2024,1424,https://cdn.rebrickable.com/media/sets/60434-1.jpg,199663
60435-1,Tow Truck and Sports Car Repair,2024,101,https://cdn.rebrickable.com/media/sets/60435-1.jpg,222239
60436-1,City Advent Calendar 2024,2024,195,https://cdn.rebrickable.com/media/sets/60436-1.jpg,221956
60437-1,Jungle Explorer Helicopter at Base Camp,2024,881,https://cdn.rebrickable.com/media/sets/60437-1.jpg,222153
60438-1,Sailboat,2024,103,https://cdn.rebrickable.com/media/sets/60438-1.jpg,199842
60439-1,Space Science Lab,2024,560,https://cdn.rebrickable.com/media/sets/60439-1.jpg,213365
60440-1,Yellow Delivery Truck,2024,1069,https://cdn.rebrickable.com/media/sets/60440-1.jpg,222169
6044-1,King's Carriage,1995,127,https://cdn.rebrickable.com/media/sets/6044-1.jpg,1008
60441-1,Space Explorers Pack,2024,426,https://cdn.rebrickable.com/media/sets/60441-1.jpg,268737
60442-1,F1 Driver with McLaren Race Car,2025,86,https://cdn.rebrickable.com/media/sets/60442-1.jpg,249887
60443-1,F1 Pit Stop & Pit Crew with Ferrari Car,2025,322,https://cdn.rebrickable.com/media/sets/60443-1.jpg,249888
60444-1,F1 Garage & Mercedes-AMG & Alpine Cars,2025,686,https://cdn.rebrickable.com/media/sets/60444-1.jpg,249890
60445-1,F1 Truck with RB20 & AMR24 F1 Cars,2025,1086,https://cdn.rebrickable.com/media/sets/60445-1.jpg,249891
60446-1,Modular Galactic Spaceship,2025,717,https://cdn.rebrickable.com/media/sets/60446-1.jpg,251417
60447-1,Off-Road 4x4 Mountain Truck,2025,221,https://cdn.rebrickable.com/media/sets/60447-1.jpg,249823
60448-1,Red Sports Car,2025,109,https://cdn.rebrickable.com/media/sets/60448-1.jpg,249824
60449-1,Off-Road Police Car Chase,2025,467,https://cdn.rebrickable.com/media/sets/60449-1.jpg,260498
60450-1,Yellow Construction Wheel Loader,2025,81,https://cdn.rebrickable.com/media/sets/60450-1.jpg,251418
6045-1,Ninja Surprise,1998,112,https://cdn.rebrickable.com/media/sets/6045-1.jpg,1380
60451-1,Emergency Ambulance,2025,184,https://cdn.rebrickable.com/media/sets/60451-1.jpg,249825
60452-1,Donut Truck,2025,196,https://cdn.rebrickable.com/media/sets/60452-1.jpg,251419
60453-1,Lifeguard Beach Rescue Truck,2025,214,https://cdn.rebrickable.com/media/sets/60453-1.jpg,249826
60454-1,Holiday Adventure Camper Van,2025,385,https://cdn.rebrickable.com/media/sets/60454-1.jpg,251420
60455-1,Police Motorcycle chase,2025,65,https://cdn.rebrickable.com/media/sets/60455-1.jpg,275154
60456-1,Police Boat Chase,2025,264,https://cdn.rebrickable.com/media/sets/60456-1.jpg,275155
60457-1,Custom Police Car garage,2025,489,https://cdn.rebrickable.com/media/sets/60457-1.jpg,275156
60458-1,Pizza vs. Fire Truck Race Car Pack,2025,70,https://cdn.rebrickable.com/media/sets/60458-1.jpg,251421
60459-1,Airplane vs. Hospital Bed Race Car Pack,2025,70,https://cdn.rebrickable.com/media/sets/60459-1.jpg,251422
60460-1,No Limits: Race Car Ramp Track,2025,436,https://cdn.rebrickable.com/media/sets/60460-1.jpg,251423
6046-1,Hemlock Stronghold,1996,220,https://cdn.rebrickable.com/media/sets/6046-1.jpg,3363
60461-1,Red Farm Tractor with Trailer & Sheep,2025,116,https://cdn.rebrickable.com/media/sets/60461-1.jpg,251424
60462-1,"Helicopter, Fire Truck & Submarine Remix",2025,876,https://cdn.rebrickable.com/media/sets/60462-1.jpg,251425
60463-1,Fire Ladder Truck,2025,82,https://cdn.rebrickable.com/media/sets/60463-1.jpg,251426
60464-1,F1 Williams Racing & Haas F1 Race Cars,2025,92,https://cdn.rebrickable.com/media/sets/60464-1.jpg,249892
60465-1,Emergency Air Ambulance Airplane,2025,403,https://cdn.rebrickable.com/media/sets/60465-1.jpg,275157
60466-1,Yellow Bulldozer,2025,682,https://cdn.rebrickable.com/media/sets/60466-1.jpg,275158
60467-1,Heavy-Duty Recovery Tow Truck with Crane,2025,793,https://cdn.rebrickable.com/media/sets/60467-1.jpg,275159
60469-1,Central Train Station,2025,752,https://cdn.rebrickable.com/media/sets/60469-1.jpg,275160
60470-1,Explorers' Arctic Polar Express Train,2025,1525,https://cdn.rebrickable.com/media/sets/60470-1.jpg,275161
6047-1,Traitor Transport,1997,145,https://cdn.rebrickable.com/media/sets/6047-1.jpg,5954
60471-1,Arctic Explorer Science Lab Truck,2025,1064,https://cdn.rebrickable.com/media/sets/60471-1.jpg,275162
60472-1,Scrapyard with Cars,2025,877,https://cdn.rebrickable.com/media/sets/60472-1.jpg,249827
60473-1,The City Tower,2025,1943,https://cdn.rebrickable.com/media/sets/60473-1.jpg,277508
60474-1,F1 Grid with VCARB & Sauber Race Cars,2025,313,https://cdn.rebrickable.com/media/sets/60474-1.jpg,249893
60475-1,City Advent Calendar 2025,2025,186,https://cdn.rebrickable.com/media/sets/60475-1.jpg,274927
60478-1,Cement Mixer,2026,371,https://cdn.rebrickable.com/media/sets/60478-1.jpg,308364
60479-1,Police Prisoner Transport Van,2026,198,https://cdn.rebrickable.com/media/sets/60479-1.jpg,308365
60480-1,Yellow Backhoe Loader,2026,301,https://cdn.rebrickable.com/media/sets/60480-1.jpg,334345
6048-1,Majisto's Magical Workshop,1993,188,https://cdn.rebrickable.com/media/sets/6048-1.jpg,12456
60481-1,Rides – Police Truck,2026,78,https://cdn.rebrickable.com/media/sets/60481-1.jpg,308366
60482-1,Rides – Fire Truck,2026,67,https://cdn.rebrickable.com/media/sets/60482-1.jpg,308367
60483-1,Rides – Construction Loader,2026,61,https://cdn.rebrickable.com/media/sets/60483-1.jpg,308368
60484-1,Rides – Gaming Race Car,2026,64,https://cdn.rebrickable.com/media/sets/60484-1.jpg,308369
60485-1,Hot Rod,2026,81,https://cdn.rebrickable.com/media/sets/60485-1.jpg,308370
60486-1,EV Supercar,2026,109,https://cdn.rebrickable.com/media/sets/60486-1.jpg,308371
60487-1,Yellow Taxi,2026,122,https://cdn.rebrickable.com/media/sets/60487-1.jpg,308372
60488-1,Fries Food Truck,2026,216,https://cdn.rebrickable.com/media/sets/60488-1.jpg,308373
60489-1,Jet vs. Car,2026,259,https://cdn.rebrickable.com/media/sets/60489-1.jpg,308374
60490-1,Snowplow,2026,263,https://cdn.rebrickable.com/media/sets/60490-1.jpg,308375
6049-1,Viking Voyager,1987,101,https://cdn.rebrickable.com/media/sets/6049-1.jpg,6316
60491-1,Motorcycle Transporter,2026,88,https://cdn.rebrickable.com/media/sets/60491-1.jpg,308376
60492-1,Passenger Jet,2026,118,https://cdn.rebrickable.com/media/sets/60492-1.jpg,334346
60493-1,F1 Display Truck with Audi F1 Race Car,2026,508,https://cdn.rebrickable.com/media/sets/60493-1.jpg,308140
60494-1,Dump Truck & Front End Loader,2026,1132,https://cdn.rebrickable.com/media/sets/60494-1.jpg,334347
60495-1,Recycling Truck,2026,434,https://cdn.rebrickable.com/media/sets/60495-1.jpg,308377
60496-1,Pizza Delivery Experience with Vehicles,2026,494,https://cdn.rebrickable.com/media/sets/60496-1.jpg,334348
60497-1,Drive-Through Car Wash,2026,583,https://cdn.rebrickable.com/media/sets/60497-1.jpg,334349
60498-1,Tractor,2026,204,https://cdn.rebrickable.com/media/sets/60498-1.jpg,308378
60499-1,Airport Fire Truck,2026,691,https://cdn.rebrickable.com/media/sets/60499-1.jpg,308379
60500-1,The LEGO Van,2026,276,https://cdn.rebrickable.com/media/sets/60500-1.jpg,308380
60501-1,Lava Land Roller Coaster Park,2026,1165,https://cdn.rebrickable.com/media/sets/60501-1.jpg,334350
60502-1,Airport with Airplane,2026,887,https://cdn.rebrickable.com/media/sets/60502-1.jpg,308381
60503-1,Coast Guard Helicopter,2026,551,https://cdn.rebrickable.com/media/sets/60503-1.jpg,308382
60504-1,Coast Guard Rescue Boat & Helicopter,2026,743,https://cdn.rebrickable.com/media/sets/60504-1.jpg,308383
60505-1,"Airplane, Service Truck & Hovercraft Remix",2026,991,https://cdn.rebrickable.com/media/sets/60505-1.jpg,308384
60506-1,Classic Beach Tram,2026,693,https://cdn.rebrickable.com/media/sets/60506-1.jpg,334351
60508-1,Police Train Heist,2026,1313,https://cdn.rebrickable.com/media/sets/60508-1.jpg,308141
60509-1,Harbor Freight Train with Crane & Truck,2026,803,https://cdn.rebrickable.com/media/sets/60509-1.jpg,334352
605-1,Street Sweeper,1978,19,https://cdn.rebrickable.com/media/sets/605-1.jpg,4303
60510-1,City Advent Calendar 2026,2026,0,https://cdn.rebrickable.com/media/sets/60510-1.jpg,334105
6051-1,Play with Letters,2011,74,https://cdn.rebrickable.com/media/sets/6051-1.jpg,100795
60511-1,Vintage Steam Train,2026,579,https://cdn.rebrickable.com/media/sets/60511-1.jpg,334353
60512-1,Mountain Bike Adventure Van,2026,260,https://cdn.rebrickable.com/media/sets/60512-1.jpg,334354
605-2,Taxi,1971,18,https://cdn.rebrickable.com/media/sets/605-2.jpg,1054
6052-1,My First Vehicle Set,2011,90,https://cdn.rebrickable.com/media/sets/6052-1.jpg,26834
605-3,1:87 Fiat 1800,1965,1,https://cdn.rebrickable.com/media/sets/605-3.jpg,146063
6053-1,My First LEGO Town,2011,709,https://cdn.rebrickable.com/media/sets/6053-1.jpg,7422
605-4,Wheel Toy,1963,180,https://cdn.rebrickable.com/media/sets/605-4.jpg,303279
6054-1,Forestmen's Hideout,1988,202,https://cdn.rebrickable.com/media/sets/6054-1.jpg,2955
6055-1,Prisoner Convoy,1985,116,https://cdn.rebrickable.com/media/sets/6055-1.jpg,75593
6056-1,Dragon Wagon,1993,109,https://cdn.rebrickable.com/media/sets/6056-1.jpg,3556
6057-1,Sea Serpent,1992,128,https://cdn.rebrickable.com/media/sets/6057-1.jpg,13679
6058324-1,Easter Egg,2013,62,https://cdn.rebrickable.com/media/sets/6058324-1.jpg,583
6059-1,Knight's Stronghold,1990,228,https://cdn.rebrickable.com/media/sets/6059-1.jpg,3645
6059278-1,The LEGO Movie Series 1 - Sealed Box,2014,0,https://cdn.rebrickable.com/media/sets/6059278-1.jpg,9765
6059283-1,The Simpsons Series 1 - Sealed Box,2014,0,https://cdn.rebrickable.com/media/sets/6059283-1.jpg,8782
6059291-1,Series 12 - Sealed Box,2014,0,https://cdn.rebrickable.com/media/sets/6059291-1.jpg,13992
6060-1,Knight's Challenge,1989,168,https://cdn.rebrickable.com/media/sets/6060-1.jpg,10846
606-1,Ambulance,1978,26,https://cdn.rebrickable.com/media/sets/606-1.jpg,5913
